,handler_position,screener_position,handler_distance,screener_distance,handler_avg_velo,screener_avg_velo,handler_start_x,handler_start_y,screener_start_x,screener_start_y,handler_end_x,handler_end_y,screener_end_x,screener_end_y,label
162,G,C,22.350771,15.847597446196657,11.641026562847498,8.253957003227427,24.75828,60.31217,25.97824,63.39291,29.19018,79.85812,22.42079,78.53419,PNR
163,G-F,F,21.71805238891703,13.763513352553984,10.859026194458512,6.881756676276991,37.38582,70.60067,32.42275,70.84154,27.06555,83.54888,29.78671,79.30569,PNR
164,G,F,28.314761917356385,17.09721623988941,14.44630710069203,8.723069510147656,20.79647,59.60937,20.92666,64.59289,18.55871,85.78756,23.56314,79.05858,PNR
165,G,F,11.489832748858438,2.9583200374074394,8.448406432984147,2.1752353216231173,11.10402,57.58517,14.81392,60.43805,10.32847,67.94263000000001,13.19562,59.70463,PNP
166,G,F,21.48802007,10.892364547421506,9.424570208,4.777352872,42.68683,67.21117,40.4555,71.54608999999999,37.35757,85.86427,36.35743,75.17612,PNR
167,G,F,11.30947467915929,10.988738294807883,6.896021145828836,6.700450179760906,12.4942,68.32276999999999,15.04412,72.61128,6.28236,68.00324,19.68153,81.20858,PNR
168,G,F,7.686192969610574,11.74847543370508,4.803870606006608,7.342797146065675,44.23477,74.31626,39.77148,76.11746,44.89081,79.50301999999999,30.5962,80.91683,PNR
169,G,C,22.09359376,7.320011329517883,11.75191157438399,3.893623047615894,8.995980000000003,75.49031,12.431489999999997,78.87759,26.36075,85.42063,15.199939999999998,79.96462,PNR
170,G,F,12.882559285462145,13.61771333348686,7.668190050870322,8.105781746123128,34.0621,66.28512,30.43691,69.18262,23.37059,69.41914,28.41614,81.60227,PNR
171,G,F,15.508715858424189,17.41455807364076,8.615953255,9.674754485355976,27.25617,58.74016,27.15673,63.49853,32.04061,72.70497,23.8515,80.00454,PNR
172,G,F,18.504985247042494,16.956828576845208,9.638013149501298,8.83168155,26.09985,60.32237,23.89855,64.72939,12.41934,71.1574,25.7291,81.0893,PNR
173,G,F,16.435548014096625,10.037228768544162,10.27221750881039,6.273267980340102,38.09785,58.1996,35.25269,62.180620000000005,39.76958,74.15113,31.47071,70.65751,PNR
174,G,F,25.443322233086263,12.541110204019434,10.781068742833158,5.314029747,14.36406,52.07835,16.61513,47.93848,8.12313,63.205079999999995,5.98443,42.49993,none
175,G,F,15.373831891476305,10.930058071568622,9.151090411593039,6.505986947362275,6.79731,67.83258000000001,8.96464,72.23138,21.45744,71.64668,10.38122,80.65343,PNR
176,G,C,11.939598326434059,14.392583422748755,4.663905596263307,5.622102899511233,15.08054,71.88312,19.84686,71.00831,21.13492,77.44181,12.09683,82.02383,PNP
177,C,G,3.884308192164485,18.053949359198235,2.368480604978344,11.008505706828196,14.1474,71.20223,13.60721,66.40907,14.46062,73.41490999999999,10.05448,82.00983,none
178,G,C,14.496710234203956,12.992661214091743,8.839457459880466,7.922354398836428,20.59213,56.09871,20.17176,61.0313,8.390709999999999,63.34702,23.68779,72.62168,PNR
179,G,C,20.96638913294527,13.269751448434159,9.530176878611488,6.031705203833707,38.67324,66.61449,34.86332,69.61305,22.91595,72.41737,31.27778,79.35434,PNR
180,G,C,17.675587830382334,12.196427582429669,7.364828262659305,5.081844826012364,10.718049999999998,71.70084,14.720190000000002,74.09253,18.43425,86.66501,14.385730000000002,80.22912,PNR
181,G,C,4.048125473178359,3.8072792705811698,2.1083986839470623,1.9829579534276924,38.00423,66.02358,34.64738,69.43325,37.927279999999996,63.44814,38.2993,69.8245,none
182,G,C,18.153270440815774,12.440318753126276,10.55422700047429,7.232743461,29.6475,69.9001,25.32521,71.64857,17.52315,77.91448,26.41951,78.22289,PNR
183,G,F-G,22.89212003038445,12.639165323854805,13.626261922847894,7.523312692770718,14.959870000000002,64.15241,16.908839999999998,68.69246,28.02343,80.56404,16.609969999999997,80.62446,PNR
184,G,F-G,19.61072767,11.33095727473894,12.256704796791562,7.081848296711837,44.70619,71.88211,40.76963,69.84634,31.42951,59.16482,46.57862,79.30777,none
185,G,F-G,13.288523772436161,10.482753546777992,7.222023789367477,5.697148666727171,28.13768,59.35003,27.30966,64.21461,39.94455,60.74244,17.922739999999997,63.36879,none
186,G,C,15.183679432671632,8.723072062681851,7.029481218829456,4.038459288278634,22.24541,66.61404,24.00806,71.06491,30.39379,76.85292,21.52758,76.2348,PNR
187,G,C,25.41954198101146,15.559415250895222,12.709770990505731,7.779707625447612,18.53767,57.8339,19.68697,62.62538,16.623779999999996,81.4248,25.07474,75.00743,PNR
188,G,G,18.83515460473988,9.527967765473463,10.70179238905675,5.413618048564468,28.54027,59.35506,24.95425,62.53303,15.358420000000002,68.76958,34.16433,63.1445,PNP
189,G,F,12.281718227178866,10.846167021591482,7.488852577548087,6.6135164765801715,13.37554,64.45219,14.963920000000002,69.13508,10.81102,75.93796,24.04896,63.80273,PNP
190,G,G,23.609919177556478,9.198727780089184,11.804959588778242,4.599363890044592,43.78056,71.37772,39.3075,72.88749,22.30925,65.70856,42.49265,66.32489,PNP
191,G,C,19.96657093924033,7.795966599045694,13.13590193371074,5.128925394,27.5269,65.08738,23.55595,67.85536,16.64235,79.02568,25.17002,75.25678,PNR
192,G,C,11.152564086876884,20.249644498153597,5.466943179841608,9.926296323,11.18157,67.90386,15.535620000000002,70.1165,16.465809999999998,74.72559,16.16691,87.60706,PNR
193,G,C,19.44003731700859,13.74728650956849,11.045475748300335,7.810958244073007,40.09577,74.38229,36.89036,70.82746,23.86215,70.73172,35.13107,82.62732,none
194,G,F-C,18.037609143728684,3.075919959240219,10.736672109362312,1.8309047376429877,26.38623,63.01804,29.08908,66.75844,42.94251,69.66043,30.04738,68.30145,none
195,G,F-C,19.816682756600134,15.984856946455743,12.703001767051363,10.246703170804961,31.10073,60.93717,27.05098,63.3448,19.74054,74.27179,32.906639999999996,77.49507,PNR
196,G,C,12.052795525299928,7.670110762630973,5.286313827,3.3640836678206014,44.14289,83.61192,42.14983,79.21665,37.87036,75.60288,39.2134,84.44361,none
197,G,F-C,11.032584129405706,10.425643042152611,5.014810967911686,4.7389286555239165,29.06954,61.90724,26.24579,65.39825,21.29774,67.4694,28.70483,73.47026,PNR
198,G,F,19.58305930519653,3.1938754033461216,12.553243144356749,2.0473560277859755,20.86349,56.09476,22.13082,60.67305,10.24501,72.44485,24.53123,59.3017,PNP
199,F,C,12.881765424582857,17.72258744041296,5.963780289,8.204901592783779,4.50094,70.6613,7.389090000000003,74.59209,7.1824299999999965,82.38715,20.37825,82.5763,PNR
200,G,C,10.566402172688568,9.144297719143356,5.503334464941964,4.762655062,18.6317,59.74411,22.70413,62.48867,27.27229,64.33935,22.32544,67.50295,none
201,G,C,25.849109434887833,16.996089320143653,14.360616352715462,9.442271845,20.76211,64.93813,20.39811,69.67184,20.73486,89.18978,26.46058,85.02538,PNR
202,G,F-G,14.614684735283634,6.7998064746719935,9.874786983299753,4.594463834237834,21.82531,55.78771,22.99476,60.41405,12.12987,66.65834,25.75907,64.06868,none
203,G,F-G,13.060156785618133,13.70054071724909,7.420543628192122,7.784398134800619,28.817,59.76686,30.07349,64.38037,40.29232,64.57216,18.40698,64.9224,PNP
204,G,F,21.775040340275847,4.448024676799909,13.958359192484522,2.8512978697435307,33.75454,69.02943,32.42644,73.84474,18.80444,84.06751,34.51993,77.0663,none
205,G,F-G,8.853225887893704,11.452167149038237,5.533266179933564,7.157604468148898,19.35278,64.10992999999999,23.26849,67.08492,27.70172,62.45843,12.37953,68.52363,PNP
206,G,C,21.579241858571066,13.372472852594866,9.990389749338451,6.190959653979106,19.02148,54.62146,19.24816,59.44706,15.04752,74.59895,23.51393,71.46173,PNR
207,G,F-G,6.151959107900529,24.691649090823322,3.8449744424378323,15.43228068176457,42.61354,55.52154,44.9055,51.40297,37.4381,54.25271,46.22216,75.62019000000001,PNR
208,G,C,11.863756100230622,6.197743510868629,7.0617595834706055,3.6891330421837076,41.21252,82.48886,38.83843,82.71969,45.60594,71.89839,35.51358,80.88994,PNR
209,G,F,12.82409098710091,15.178203873753901,7.286415333580061,8.623979473723807,34.54299,64.74448,33.37565,69.47298,37.931129999999996,74.27614,20.83856,77.75411,none
210,G,C,5.5777296390415065,4.4825210259100885,3.0313748038269064,2.4361527314728746,20.03132,62.43621,19.02971,67.2959,19.64157,62.921220000000005,21.32006,66.73828,none
211,G,C,7.017501568508965,9.361154120858007,2.923958986878735,3.9004808836908365,29.74268,59.52329,25.00762,60.73085,24.37843,59.71751,20.96161,65.34443,none
212,G,C,26.031423557346418,17.12748974441636,15.134548579852567,9.957842874660674,15.97997,59.52548,14.45896,64.24003,17.25588,84.8671,25.5291,76.69269,PNR
213,G,C,21.933527647845672,7.949677255951899,13.055671218955757,4.7319507475904174,31.58164,77.87769,28.16106,79.65051,18.52634,60.63937,33.57785,73.94866999999999,PNR
214,G,F-C,21.20442685281182,12.859927670235274,10.394326888633245,6.303886112860429,20.63595,64.89345,25.22996,66.65333,30.61177,79.21544,21.44112,78.31876,PNR
215,G,C,8.551922392992651,8.326114833719167,4.111501150477237,4.002939823903446,40.83873,69.47889,35.89233,69.56617,42.03428,72.26128,42.41785,73.73331,PNP
216,F,G,2.196448102195095,22.55487508494682,1.143983386559945,11.74733077,7.459620000000001,68.41867,9.105040000000002,64.16124,8.967030000000001,69.26203,2.606439999999999,84.93941,none
