,handler_position,screener_position,handler_distance,screener_distance,handler_avg_velo,screener_avg_velo,handler_start_x,handler_start_y,screener_start_x,screener_start_y,handler_end_x,handler_end_y,screener_end_x,screener_end_y,label
139,G,C,7.372868352234892,15.691603538047719,3.233714189576709,6.882282253529699,4.66601,76.48319,8.823099999999997,79.0039,4.770440000000001,82.0319,16.95393,86.57885,PNR
140,F,G,19.09191121943206,13.261813109420416,11.64140928,8.086471408183181,20.6523,61.91893,24.66903,64.6884,36.87433,70.38662,11.86557,66.53322,none
141,G,C,20.620461626448023,21.02505268521989,7.9309467794030875,8.086558725,14.795949999999998,67.02022,19.54203,67.25302,28.15474,67.32059,29.49946,83.62439,PNR
142,F,C,25.632779015712288,6.897021558,15.25760656,4.105369975028423,21.60291,64.5531,23.61755,68.88765000000001,36.19905,84.83641,24.03117,74.25308,PNR
143,C,F-C,10.400735418585068,9.557350748191483,5.3064976625434035,4.876199361322185,37.63161,80.95144,35.45445,76.61355,29.60889,80.94448,40.89765,78.61254,none
144,G,C,22.475071258758156,11.925936421317452,12.48615069931009,6.625520234065251,22.75663,62.09149,24.04242,66.60209,32.69965,80.93835,23.24916,78.22317,PNR
145,F-C,F,8.032377528414694,19.796923002773088,2.5744799770559923,6.345167629093939,12.46651,80.74342,7.673969999999997,82.10418,11.26764,76.01164,20.99815,73.20497,none
146,F,F,9.554653986196495,9.590352075535638,5.687294039402677,5.708542902104546,46.11065,77.17267,42.68621,80.59975,45.12612,85.72517,37.3582,73.04401,PNP
147,F-C,F,7.798046095209646,19.32048058,2.5651467418452785,6.355421243927336,12.502510000000001,80.96258,7.901949999999999,81.68651,11.26764,76.01164,20.99815,73.20497,none
148,G,F-C,24.006565017045723,11.985238964638938,12.50341927971131,6.242311961,21.68571,58.09566,24.7294,61.98778,36.07503,75.41164,24.32187,70.18247,PNR
149,F-C,G,2.4334249613048975,10.976110199798976,1.3519027562804988,6.097838999888321,32.77211,64.05001,30.97627,68.53241,32.40265,65.31883,22.74941,61.93811,none
150,G,C,21.774701484344085,10.474278406473253,12.371989479740959,5.9512945491325295,41.86395,64.73979,39.82971,68.90383,35.51744,84.55544,35.146770000000004,71.76231,PNR
151,G,F,27.00530694240605,7.0932834652858645,14.676797251307637,3.855045361568404,22.28955,59.77585,20.21391,64.21191,34.72477,82.39339,21.61385,63.22882,PNP
152,G,F,9.752706581671266,15.343205909820426,3.8096510084653366,5.993439808523604,13.533140000000003,65.97937,18.4384,65.13564,17.509459999999997,59.96926,28.38008,67.35247,none
153,G,F,15.332065127100394,9.152659021928905,7.985450587031454,4.767009907254638,39.15133,63.19138,34.94966,65.89644,31.30502,74.79298,40.34614,72.79871,PNP
154,G,C,18.958752164763272,3.873912138,9.874350085814205,2.017662572130354,27.97978,71.10445,23.79795,73.78205,11.26056,65.82637,22.9922,72.8784,none
155,C,G,1.907957081,26.054546584209564,1.1356887385534047,15.508658681077119,14.655479999999997,68.18112,12.156329999999997,66.07021,14.3174,68.25018,37.200559999999996,70.68597,none
156,F,G-F,8.427874048430867,25.82765846344403,4.788564800244813,14.674805945138651,10.15733,83.3786,6.30953,82.35488,14.78864,89.42095,27.96219,93.80885,none
157,G,C,20.560084711642926,9.508812360342377,10.93621527215049,5.057878915075733,47.12829,76.38368,42.69538,74.62582,30.02008,67.29034,42.34419,83.61875,PNR
158,G,C,9.366663954459723,3.970871962741965,8.363092816481895,3.545421395305326,22.82865,60.07341,19.56725,63.439170000000004,28.26164,67.64242,21.0504,60.072,PNP
159,C,G,13.203810874638105,8.792544196007125,4.649229181210599,3.0959662661996923,45.68135,65.97252,43.27941,61.90775,38.52551,68.08111,46.90302,63.61999,none
160,G-F,G,6.042737538281231,4.787633287798327,3.2142220948304416,2.5466134509565563,1.8989600000000024,87.12768,4.410870000000003,90.14346,2.5614599999999967,82.04649,3.9616200000000035,89.15151,none
161,G,F,12.009105356736953,13.254315378522383,8.339656497733996,9.204385679529434,10.47791,65.9877,15.31743,65.78187,20.1167,62.704989999999995,7.04561,75.998,PNP
